SCD	speaker	tmin	tmax	text	string	conv
3028-2	B:	1045.001000	1046.43100	no but we don't dare [lah]	[lah]	3028
3028-1	A:	1080.342000	1081.95500	but your mum will not [lah]	[lah]	3028
3028-1	A:	1217.942000	1223.79200	everything also like (uh) okay detention found detention found then she will like okay [lah] whatever [lah] you just write [lah]	[lah]	3028
3028-1	A:	1379.911000	1384.83000	ya so end up my whole batch of C_C_A mates also didn't go like as in like from our class [lah]	[lah]	3028
3028-1	A:	1430.383000	1431.58300	proud about it [lah]	[lah]	3028
3028-2	B:	1457.842000	1460.30400	maybe he will appear in the ten year series [lah]	[lah]	3028
3028-1	A:	1460.859000	1463.74000	(uh) I think ten years series no need him [lah]	[lah]	3028
3028-1	A:	1528.779000	1532.52900	outlet [loh] McDonald's because their friends also stay in the area [lah]	[lah]	3028
3028-2	B:	1624.117000	1628.92200	then then my mum will keep it all in a tupperware but we didn't really keep it [lah]	[lah]	3028
3028-1	A:	1782.788000	1784.98800	I very long didn't go #Pasar Malam# already [lah]	[lah]	3028
3028-2	B:	1863.309000	1864.77100	I have to ask him [lah]	[lah]	3028
3028-2	B:	1880.720000	1881.52000	have [lah]	[lah]	3028
3028-1	A:	1881.820000	1882.87000	but rarely [lah]	[lah]	3028
3028-2	B:	1882.460000	1883.71000	rarely [lah]	[lah]	3028
3028-1	A:	1883.595000	1887.10800	then with your second brother buy then he will not #paiseh# then he will just eat [lah]	[lah]	3028
3028-2	B:	1987.071000	1989.05900	just play computer game together [lah]	[lah]	3028
3028-1	A:	2222.677000	2225.05200	that means when you open and close [lah]	[lah]	3028
3028-1	A:	2236.102000	2240.10200	ya so like owners have to do something [lah]	[lah]	3028
3028-2	B:	2368.435000	2369.46000	okay [lah]	[lah]	3028
3028-2	B:	2517.165000	2518.56500	just saying [lah]	[lah]	3028
3028-1	A:	2518.621000	2521.59700	ya then they will be like (mm) just telling you [lah]	[lah]	3028
3028-1	A:	2701.914000	2710.43600	so maybe I wake up at eleven so I eleven I have to go and like hang the clothes and all that so ya that's where I will be late [lah] but of course I'm not late like her like one two hours [lah]	[lah]	3028
3028-1	A:	2914.559000	2918.97100	and they waited for that fella not because that they were (ppo) they were they were late [lah]	[lah]	3028
3028-1	A:	2972.485000	2974.63500	I think that's a bit unreasonable [lah]	[lah]	3028
3028-1	A:	3060.950000	3064.58700	okay [lah] one year eight months [lah] ya [lah] almost two years [lah]	[lah]	3028
3028-2	B:	3061.284000	3064.60000	ya al~ almost two years [ah] almost almost two years [lah]	[lah]	3028
3028-1	A:	3368.554000	3373.10400	ya but it was a Michelin Star guide food so like really quite disappointed [lah]	[lah]	3028
3028-2	B:	3372.474000	3374.33700	I think you cannot trust that one [lah]	[lah]	3028
3028-1	A:	3482.291000	3489.90400	for for me that time they said the Beach Road one right is in the newspaper T_V also recommended I went [ah] and I think is like okay [lah]	[lah]	3028
3028-1	A:	3692.878000	3694.82800	like the flow is non stop [lah]	[lah]	3028
3028-1	A:	3830.186000	3833.09800	the taste I tried one time quite quite okay [lah]	[lah]	3028
3028-2	B:	4153.641000	4155.22800	you cannot really say [lah]	[lah]	3028
3028-1	A:	4205.200000	4206.57500	he also quite #Tok-gong# [lah]	[lah]	3028
3028-1	A:	4329.051000	4331.56400	give a very bad impression of yourself [lah]	[lah]	3028
3028-2	B:	4471.996000	4473.39600	still okay [lah] can [lah]	[lah]	3028
3028-1	A:	4537.992000	4539.91700	I don't know cold hearted or what [lah]	[lah]	3028
3028-2	B:	4569.150000	4570.02500	daughter [lah]	[lah]	3028
3028-1	A:	4701.324000	4703.37400	[oh] so every room have one [lah]	[lah]	3028
3028-2	B:	4782.217000	4783.49200	I think is okay [lah]	[lah]	3028
3028-2	B:	4895.820000	4897.12000	I think have [lah]	[lah]	3028
3028-1	A:	5020.322000	5021.31000	okay [lah]	[lah]	3028
3028-1	A:	5199.708000	5203.83300	(uh) that time after I met her right then I went home to do some research on her [lah]	[lah]	3028
3028-1	A:	5222.083000	5225.50800	which she said is her boyfriend of ten years a #Ang-Moh# guy [lah]	[lah]	3028
3028-2	B:	5423.876000	5427.61600	whether flexible right her timing for now [lah]	[lah]	3028
3028-1	A:	5481.024000	5483.87400	I think is the way they strive to be at the top [lah]	[lah]	3028
3028-1	A:	5579.584000	5581.78400	so he must be a millionaire already [lah]	[lah]	3028
3028-1	A:	5646.406000	5651.35600	the way like once you have the money right you of course you can have other ways to earn the money [lah]	[lah]	3028
3028-2	B:	5863.622000	5864.95900	ya [lah] confirm [lah]	[lah]	3028
3028-1	A:	5886.792000	5890.36700	then they will say of course she can survive [lah]	[lah]	3028
3028-1	A:	5950.091000	5952.14300	what kind of luxury maybe spa [lah]	[lah]	3028
3028-1	A:	5977.381000	5982.76900	I think comfortably five thousand a month [lah] so I think maybe still still can survive [lah]	[lah]	3028
3028-2	B:	5983.672000	5985.88400	depends on which country [lah]	[lah]	3028
3028-2	B:	6162.342000	6164.41700	no [ah] not my parent give one [lah]	[lah]	3028
3028-2	B:	6216.974000	6217.79900	wait [lah]	[lah]	3028
3028-2	B:	6222.782000	6224.64400	(ppo) maybe [lah]	[lah]	3028
3028-2	B:	6240.264000	6241.53900	seven or eight [lah]	[lah]	3028
3028-2	B:	6395.971000	6398.99600	I not use it on street [lah]	[lah]	3028
3028-2	B:	6406.658000	6407.62100	pointless [lah]	[lah]	3028
3028-1	A:	6591.261000	6592.51200	so got discount [lah]	[lah]	3028
3028-2	B:	6599.905000	6601.86800	still got the paperwork [lah]	[lah]	3028
3028-1	A:	6620.262000	6623.00000	still ask for money then a bit #salah# [lah]	[lah]	3028
3028-2	B:	6922.748000	6924.76000	in the end they have to buy their own product [lah]	[lah]	3028
3028-1	A:	6925.250000	6926.62500	ya [lah] ya [lah]	[lah]	3028
3028-2	B:	6975.913000	6977.46300	so it just become zero [lah]	[lah]	3028
3028-1	A:	7003.632000	7005.65700	three thousand dollars [lah]	[lah]	3028
3028-2	B:	7034.685000	7037.14800	(ppo) the the money will void [lah]	[lah]	3028
3028-2	B:	7161.799000	7164.29900	when you have a lot of down lines [lah]	[lah]	3028
3028-1	A:	7319.448000	7321.49800	obviously maths [lah]	[lah]	3028
3028-1	A:	7458.837000	7466.31200	so my dad was !aiya! never mind [lah] forget it it's like because it's ya just bad luck [lah] just just bad it's bad luck just just do whatever you can [lah]	[lah]	3028
3028-1	A:	7481.228000	7483.22800	a bit #kelong# one [lah]	[lah]	3028
3028-1	A:	7547.725000	7549.05000	#kiasu# [lah]	[lah]	3028
3028-1	A:	7604.615000	7607.24000	she started becoming the victim of bullying [lah]	[lah]	3028
3028-1	A:	7652.158000	7655.14400	because my name not very good in the staff room [lah]	[lah]	3028
3028-1	A:	7734.417000	7736.36700	should be quite #jialat# [lah]	[lah]	3028
3028-2	B:	7940.913000	7942.67600	feel feel a a lot [lah]	[lah]	3028
3028-1	A:	8040.829000	8045.81700	mine was E [hor] they would accept me like conditional accept acceptance [lah]	[lah]	3028
3028-2	B:	8208.326000	8209.93800	her personality is good [lah]	[lah]	3028
3028-2	B:	8233.986000	8234.37400	good [lah]	[lah]	3028
3030-1	A:	  46.770000	  47.87000	English [lah]	[lah]	3030
3030-1	A:	  53.140000	  55.01500	ya very very good [lah]	[lah]	3030
3030-1	A:	 113.567000	 114.23000	ya [lah]	[lah]	3030
3030-1	A:	 153.049000	 153.86200	ya [lah]	[lah]	3030
3030-1	A:	 169.845000	 171.59500	it's too it's too bad [lah]	[lah]	3030
3030-1	A:	 265.594000	 266.83100	#hosei# mean #bo# #hosei# [lah]	[lah]	3030
3030-1	A:	 267.694000	 268.66900	#hosei# #liao# [lah]	[lah]	3030
3030-1	A:	 278.869000	 279.63100	ya [lah]	[lah]	3030
3030-1	A:	 315.293000	 317.19300	#bo# #jio# #bo# #jio# is #kim# #jio# [lah]	[lah]	3030
3030-1	A:	 366.568000	 367.99300	[ah] just help yourself [lah]	[lah]	3030
3030-1	A:	 393.956000	 395.43100	(uh) cannot be helped [lah]	[lah]	3030
3030-1	A:	 423.095000	 425.93200	(uh) all the all the all the salted vegetables [lah]	[lah]	3030
3030-1	A:	 428.332000	 431.48300	ya preserve vegetable yeah that's that's the best thing to preserve [lah]	[lah]	3030
3030-1	A:	 461.621000	 462.85800	grandfather road [lah]	[lah]	3030
3030-1	A:	 474.946000	 476.03400	(uh) Stevens road [lah]	[lah]	3030
3030-1	A:	 497.509000	 498.79700	[ah] that one is the different road [lah]	[lah]	3030
3030-1	A:	 503.272000	 504.44700	there's a Solomon-Road [lah]	[lah]	3030
3030-1	A:	 512.797000	 514.06000	complain [lah]	[lah]	3030
3030-1	A:	 553.199000	 554.14900	nothing to buy also [lah]	[lah]	3030
3030-1	A:	 557.000000	 558.24100	fifty percent off each item [lah]	[lah]	3030
3030-1	A:	 587.066000	 588.49100	that is negative perspective [lah]	[lah]	3030
3030-1	A:	 591.091000	 594.64200	(uh) that one we if want more claim more things that one different to say [lah]	[lah]	3030
3030-1	A:	 595.842000	 598.14200	or must what buy one get two free that is the best [lah]	[lah]	3030
3030-1	A:	 632.380000	 633.80500	but now no more playground [lah]	[lah]	3030
3030-1	A:	 665.005000	 666.84300	I don't don't no comment about that [lah]	[lah]	3030
3030-1	A:	 706.206000	 707.90600	I don't know just this country look very funny [lah]	[lah]	3030
3030-1	A:	 763.253000	 764.67100	I don't know maybe it's science [lah]	[lah]	3030
3030-1	A:	 769.265000	 771.44000	ya can I can study that physics [lah]	[lah]	3030
3030-1	A:	 836.492000	 837.51700	can be any toys [lah]	[lah]	3030
3030-1	A:	 849.118000	 850.31800	depends how you see [lah]	[lah]	3030
3030-1	A:	 953.539000	 954.86400	ya [lah] Africa [lah]	[lah]	3030
3030-1	A:	1056.552000	1059.12700	because because they stay up in the cold for too long [lah] that's why [lah]	[lah]	3030
3030-1	A:	1081.403000	1085.54000	dancing effect you make the lamp move around [lah] then become moving dancing light [lah]	[lah]	3030
3030-1	A:	1113.207000	1114.49500	[ah] no need [lah]	[lah]	3030
3030-1	A:	1140.456000	1141.41800	I don't think so [lah]	[lah]	3030
3030-1	A:	1306.320000	1307.50700	I think a lot of levels [lah]	[lah]	3030
3030-1	A:	1316.519000	1319.09400	[ah] maybe more more dramatic than channel eight [lah]	[lah]	3030
3030-1	A:	1530.006000	1531.91800	ya you try you try be a boss yourself [lah]	[lah]	3030
3030-1	A:	1543.331000	1544.01800	ya [lah]	[lah]	3030
3030-1	A:	1544.481000	1545.73100	ya you control yourself [lah]	[lah]	3030
3030-1	A:	1959.110000	1961.76000	I don't know they that one it depend have to ask the god [lah]	[lah]	3030
3030-1	A:	1980.497000	1981.60900	just little bit [lah]	[lah]	3030
3030-1	A:	2140.558000	2142.09600	[ah] that one is call typhoon [lah]	[lah]	3030
3030-1	A:	2221.075000	2223.15000	ya because dragon like to do double somersault [lah]	[lah]	3030
3030-1	A:	2235.317000	2237.72500	twist and then the poly what that's why he's called somersault [lah]	[lah]	3030
3030-1	A:	2262.282000	2265.50700	unless unless unless they left in the sky then is different story [lah]	[lah]	3030
3030-1	A:	2358.755000	2361.14200	I think that one will be coming very soon [lah]	[lah]	3030
3030-1	A:	2363.880000	2366.55500	but of course you have to pay a lot of money to go [lah]	[lah]	3030
3030-1	A:	2403.553000	2404.50300	any sports [lah]	[lah]	3030
3030-1	A:	2484.740000	2486.51500	(uh) snake that one is Chinese [lah]	[lah]	3030
3030-1	A:	2679.978000	2680.79000	ya [lah]	[lah]	3030
3030-1	A:	2721.403000	2723.07800	[ah] just give me report [lah]	[lah]	3030
3030-1	A:	2785.129000	2787.16700	!aiya! I think that one can forget it [lah]	[lah]	3030
3030-1	A:	2788.692000	2790.82900	in Singapore they will still let you in [lah]	[lah]	3030
3030-1	A:	2793.555000	2794.75500	never mind [lah] just come [lah]	[lah]	3030
3030-1	A:	2879.132000	2879.69400	ya [lah]	[lah]	3030
3030-1	A:	3025.625000	3027.83800	I haven't watch [lah] so I I got no comment [lah]	[lah]	3030
3030-1	A:	3148.870000	3149.70700	I don't think so [lah]	[lah]	3030
3030-1	A:	3153.720000	3155.75700	[ah] if you want you go and contact him [lah]	[lah]	3030
3030-1	A:	3176.308000	3179.34500	unless he he go another Asian country like Thailand [lah]	[lah]	3030
3030-1	A:	3256.359000	3257.58400	I think depends [lah]	[lah]	3030
3030-1	A:	3299.739000	3301.23200	just the make it hype [lah]	[lah]	3030
3030-1	A:	3301.232000	3304.32000	because they want they want to promote the Thai tourism [lah]	[lah]	3030
3030-1	A:	3304.745000	3306.93200	but actually that one is too touristy [lah]	[lah]	3030
3030-1	A:	3358.690000	3359.84000	ya Porche [lah]	[lah]	3030
3030-2	B:	3396.893000	3400.00600	it's mulberry [lah] and blueberry [lah]	[lah]	3030
3030-1	A:	3432.634000	3433.77200	is more worth it [lah]	[lah]	3030
3030-1	A:	3580.184000	3581.39700	rice also man made [lah]	[lah]	3030
3030-1	A:	3582.709000	3583.79900	everything is man made [lah]	[lah]	3030
3030-1	A:	3622.035000	3624.47200	ya [lah] because it's it's much a big production [lah]	[lah]	3030
3030-1	A:	3672.272000	3674.79700	ya [lah] that's why is like it had recent Air B_N_B [lah]	[lah]	3030
3030-1	A:	3674.797000	3680.72200	the Air b_n_b that one I think you know [lah] about the China visitor [ah] student come and sleep in the Japanese house [lah]	[lah]	3030
3030-1	A:	3750.686000	3754.11100	ya [lah] because of a a lot of corruption cases [lah]	[lah]	3030
3030-1	A:	3785.325000	3787.17500	it means that he going to evade tax [lah]	[lah]	3030
3030-1	A:	3803.700000	3807.20000	ya that one is using his (uh) other people's name buy the not in his name [lah]	[lah]	3030
3030-1	A:	3819.600000	3821.68800	so when he retire the name it will not be him [lah]	[lah]	3030
3030-1	A:	3827.213000	3829.42600	maybe he be just a he's just a adviser [lah]	[lah]	3030
3030-1	A:	3855.010000	3856.76000	!wah! this is very good for him [lah]	[lah]	3030
3030-1	A:	3942.168000	3944.15600	richer the higher income the cheaper [lah]	[lah]	3030
3030-1	A:	3945.319000	3947.08900	commoners I think less lesser [lah]	[lah]	3030
3030-1	A:	3950.964000	3953.78900	meaning to say that almost half of the income will be gone [lah]	[lah]	3030
3030-1	A:	3959.066000	3961.26600	so that's why they try to evade all these taxes [lah]	[lah]	3030
3030-1	A:	3975.221000	3977.59600	so that's why they they got no no choice [lah]	[lah]	3030
3030-1	A:	4007.497000	4009.58900	I don't know [ah] still very long [lah]	[lah]	3030
3030-2	B:	4022.380000	4026.44200	a lot of people like to use you know Skinfood [lah]	[lah]	3030
3030-2	B:	4026.903000	4029.26900	(uh) Face-Shop [lah]	[lah]	3030
3030-2	B:	4029.269000	4031.57400	don't know Laneige [lah]	[lah]	3030
3030-2	B:	4031.574000	4035.94900	Kose [lah] all the Korean brands you can think about [lah]	[lah]	3030
3030-1	A:	4074.485000	4077.07200	(uh) (ppo) is a is a is a in trend these days [lah]	[lah]	3030
3030-1	A:	4115.935000	4118.72200	that is only if you are doing a a client facing role [lah]	[lah]	3030
3030-1	A:	4124.885000	4130.16000	because if you do sales of course that one you need to meet customer of course your face must be very pretty [lah]	[lah]	3030
3030-1	A:	4203.848000	4206.07300	then then then she would eat <UNK> also [lah]	[lah]	3030
3030-1	A:	4216.860000	4218.01000	so don't apply too much [lah]	[lah]	3030
3030-1	A:	4225.049000	4227.17300	really but you're not Japanese [ah] you're Singaporean [lah]	[lah]	3030
3030-1	A:	4229.835000	4230.82300	[ah] bullshit [lah]	[lah]	3030
3030-1	A:	4231.447000	4234.06000	you see the face you closes is all the wrinkles coming out [lah]	[lah]	3030
3030-1	A:	4236.472000	4238.81000	unless you do botox maybe there's no wrinkles [lah]	[lah]	3030
3030-1	A:	4350.595000	4353.39500	so that's why steroids cannot anyhow take [ah] you take that's it [lah]	[lah]	3030
3030-1	A:	4365.977000	4368.92700	but ladies don't take [lah] so I think usually is all the guys will take [lah]	[lah]	3030
3030-1	A:	4370.205000	4371.83000	[ah] girls only take botox [lah]	[lah]	3030
3030-1	A:	4480.862000	4483.23700	next time you can make your own ice cream brand [lah]	[lah]	3030
3030-1	A:	4499.849000	4501.72400	the ice cream will cost about one thousand plus [lah]	[lah]	3030
3030-1	A:	4547.361000	4548.53600	it's all the same bullshit [lah]	[lah]	3030
3030-1	A:	4579.348000	4583.52600	so anyway so that so that that type of trend is causing people to have a lot of health problem [lah]	[lah]	3030
3030-1	A:	4620.099000	4622.13600	[ah] but the taste that we look very funny [lah]	[lah]	3030
3030-1	A:	4696.137000	4697.82500	I think it depends how you see it [lah]	[lah]	3030
3030-1	A:	4852.960000	4855.11000	I I (ppo) I'm I'm not I'm not into jackfruit [lah]	[lah]	3030
3030-1	A:	4971.184000	4972.88400	[ah] it's the same ideology also [lah]	[lah]	3030
3030-1	A:	4980.879000	4983.12900	[ah] perfume [ah] perfume I don't think you can do that [lah]	[lah]	3030
3030-1	A:	5003.923000	5005.31100	[ah] you can do it yourself [lah]	[lah]	3030
3030-1	A:	5054.482000	5057.27200	ya carbonated [lah] all the carbonated stuff [lah]	[lah]	3030
3030-2	B:	5085.180000	5087.08000	(uh) there is a burning sensation [lah]	[lah]	3030
3030-1	A:	5103.839000	5105.36400	[ah] so cannot anyhow eat [lah]	[lah]	3030
3030-1	A:	5118.126000	5119.58800	(uh) milk depends [lah]	[lah]	3030
3030-1	A:	5296.528000	5301.35300	he actually he's already renounce citizenship yet yet yet Mindef people wants him to serve again which doesn't make sense [lah]	[lah]	3030
3030-1	A:	5329.412000	5330.97400	then probably you have to pay more [lah]	[lah]	3030
3030-1	A:	5334.449000	5335.82400	is not too bad [lah]	[lah]	3030
3030-1	A:	5356.424000	5358.16100	I don't think so [lah] you still have to serve [lah]	[lah]	3030
3030-1	A:	5398.010000	5399.36000	for easier [lah]	[lah]	3030
3030-1	A:	5452.871000	5455.20800	!aiya! depends on the number of students that he take in [lah]	[lah]	3030
3030-1	A:	5463.008000	5466.38300	and then it's also not easy to to manage twenty twenty thirty students [lah]	[lah]	3030
3030-1	A:	5467.296000	5468.53300	so I think it depends [lah]	[lah]	3030
3030-1	A:	5486.195000	5489.00700	ya [lah] if if he say he want to do running let him go and run [lah]	[lah]	3030
3030-1	A:	5496.757000	5498.13200	I think is all bullshit [lah]	[lah]	3030
3030-1	A:	5508.355000	5510.85500	I think you spend all these money is more bullshit [lah]	[lah]	3030
3030-1	A:	5524.252000	5525.36500	because they become dumb [lah]	[lah]	3030
3030-1	A:	5526.360000	5530.61000	ya [lah] they become resistance [lah] become like there's the F like the Star-Wars resistance [lah]	[lah]	3030
3030-1	A:	5556.630000	5559.30500	depends [lah] you see what whatever he likes [lah]	[lah]	3030
3030-1	A:	5560.070000	5564.99500	but of course you must make him that's okay you have to go for a course that was to bless your career in the future [lah]	[lah]	3030
3030-1	A:	5564.995000	5567.10700	but at the same time you can do your own things [lah]	[lah]	3030
3030-1	A:	5567.107000	5569.29000	so you must must something to standby [lah]	[lah]	3030
3030-1	A:	5578.530000	5581.95500	or something (ppo) that is help you to sustain in future [lah]	[lah]	3030
3030-1	A:	5581.955000	5585.06300	but at the same time you also can study other passion [lah] you like to [lah]	[lah]	3030
3030-1	A:	5588.013000	5590.36300	interesting thing that you should let your kids to do [lah]	[lah]	3030
3030-1	A:	5600.465000	5601.19500	ya [lah]	[lah]	3030
3030-1	A:	5646.306000	5652.60600	(ppo) all these enrichment classes what can they learn it's just that like is a is a is a is very is a dead end curriculum [lah]	[lah]	3030
3030-2	B:	5675.479000	5677.20400	practical [lah]	[lah]	3030
3030-1	A:	5686.379000	5689.21600	because peer pressure have cause a lot of all this problems today [lah]	[lah]	3030
3030-1	A:	5697.079000	5699.85400	how the kids also managing him or herself as well [lah]	[lah]	3030
3030-1	A:	5703.029000	5705.42900	then something must be done to overcome the all this [lah]	[lah]	3030
3030-1	A:	5766.205000	5768.69300	ya think that that doesn't make sense at all [lah]	[lah]	3030
3030-1	A:	5898.099000	5901.28500	[orh] so they think that (uh) they control the child will have the power [lah]	[lah]	3030
3030-1	A:	5981.018000	5983.65100	so that's why that's why you must follow [eh] everything [lah] everywhere [lah]	[lah]	3030
3030-1	A:	5984.114000	5986.51400	[ah] go toilet so go toilet also must follow [lah]	[lah]	3030
3030-1	A:	6008.879000	6011.16700	that means the the husband also very scared of her also [lah]	[lah]	3030
3030-1	A:	6030.408000	6031.28300	very fierce [lah]	[lah]	3030
3030-1	A:	6035.732000	6038.87000	so that's why (ppc) the problem in Singapore right is like that [lah]	[lah]	3030
3030-1	A:	6039.307000	6040.87000	[ah] everything is been controlled tightly [lah]	[lah]	3030
3030-1	A:	6057.171000	6058.19600	(uh) sustain [lah]	[lah]	3030
3030-1	A:	6059.596000	6061.74600	except there's no natural disaster like in Hong-Kong [lah]	[lah]	3030
3030-1	A:	6104.883000	6106.33300	I think is a is a trend [lah]	[lah]	3030
3030-1	A:	6159.296000	6163.14600	but then that that kind of influence also not very positive not very good [lah]	[lah]	3030
3030-1	A:	6174.222000	6179.12200	(ppo) control [ah] not say control [lah] but I mean take over Japan for few years [lah] before they release them out [lah]	[lah]	3030
3030-1	A:	6200.547000	6203.27200	country that it actually causes modernisation to take place [lah]	[lah]	3030
3030-2	B:	6204.959000	6206.72700	you think is from there [lah]	[lah]	3030
3030-1	A:	6207.222000	6209.82300	then that's that's where they start all the all the thing coming [lah]	[lah]	3030
3030-2	B:	6255.467000	6258.32500	<unk> become cold cold [lah]	[lah]	3030
3030-1	A:	6301.853000	6305.07800	ya [lah] but then (ppc) is taste (uh) quite quite good [lah]	[lah]	3030
3030-1	A:	6332.678000	6336.05200	<UNK> is from actually those (uh) carbonated drinks [lah]	[lah]	3030
3030-2	B:	6374.780000	6375.65500	ya [lah]	[lah]	3030
3030-1	A:	6409.380000	6410.42500	I think depends [lah]	[lah]	3030
3030-1	A:	6430.427000	6432.49500	ya [lah] that's why I I understand [lah]	[lah]	3030
3030-1	A:	6436.357000	6437.80400	that's what I heard [lah]	[lah]	3030
3030-1	A:	6496.381000	6498.59400	if the girls you can ask for to be not too strong [lah]	[lah]	3030
3030-1	A:	6514.569000	6515.61900	much more practical [lah]	[lah]	3030
3030-1	A:	6536.195000	6539.47000	true also [lah] but I think depends on how you see it [lah]	[lah]	3030
3030-1	A:	6556.920000	6558.92000	but again [ah] it's only temporary [lah]	[lah]	3030
3030-1	A:	6579.420000	6581.88300	you'll be also good to have Thai massage to compliment with it [lah]	[lah]	3030
3030-1	A:	6596.508000	6600.29600	then I think (uh) (ppc) brisk walking is a good alternative [lah]	[lah]	3030
3030-1	A:	6627.846000	6629.57100	which may not be very good impact [lah]	[lah]	3030
3030-1	A:	6634.049000	6635.00500	ya true also [lah]	[lah]	3030
3030-1	A:	6648.680000	6651.88000	but again exercise is one just play a part [lah]	[lah]	3030
3030-1	A:	6651.880000	6653.90500	but it is also very important [lah]	[lah]	3030
3030-1	A:	6665.630000	6669.51800	you have to see what (uh) the kind of diet you are doing as well [lah]	[lah]	3030
3030-1	A:	6712.156000	6716.64400	if not too if moderation is okay [lah] maybe like brown rice is better than than white rice [lah]	[lah]	3030
3030-1	A:	6726.407000	6728.50700	I think that is (uh) partially yes [lah]	[lah]	3030
3030-1	A:	6728.507000	6733.29400	so that's why people said the brown rice is the is the best sort of form of diet [lah]	[lah]	3030
3030-1	A:	6741.782000	6742.88200	quite funny [lah]	[lah]	3030
3030-1	A:	6747.757000	6750.08200	not not everyone will like brown rice for sure [lah]	[lah]	3030
3030-1	A:	6760.308000	6764.14500	and only want white rice right then they have to eat lesser portion [lah]	[lah]	3030
3030-1	A:	6818.761000	6821.84800	so better not to take (uh) too much at all [lah]	[lah]	3030
3030-2	B:	6844.813000	6848.77500	they are said to be quite quite toxic [lah]	[lah]	3030
3030-2	B:	6858.313000	6859.92500	high mercury [lah]	[lah]	3030
3030-1	A:	6942.673000	6944.12300	make yourself very tired [lah]	[lah]	3030
3030-1	A:	6954.948000	6957.03600	I I think so [lah] from my experience [lah]	[lah]	3030
3030-1	A:	7011.659000	7014.43400	I I don't know [lah] hopefully it will be really soon [lah]	[lah]	3030
3030-1	A:	7093.797000	7095.09700	so so good [lah]	[lah]	3030
3030-1	A:	7098.619000	7101.79400	so that means less fart less less (uh) less less healthy [lah]	[lah]	3030
3030-1	A:	7113.094000	7115.41600	so I must wait the next day to fart more [lah]	[lah]	3030
3030-1	A:	7115.841000	7117.52800	!wow! so I can fart anywhere [lah]	[lah]	3030
3030-1	A:	7135.523000	7137.84500	so so like just like pumping like that [lah]	[lah]	3030
3030-1	A:	7142.293000	7143.24300	congestion [lah]	[lah]	3030
3030-1	A:	7149.033000	7150.17000	I think it depends [lah]	[lah]	3030
3030-1	A:	7156.992000	7159.91700	is a I think is not very good for your body [lah]	[lah]	3030
3030-1	A:	7161.947000	7164.81000	I think is just a a form of art [lah]	[lah]	3030
3030-1	A:	7176.749000	7180.42400	ya because [ah] if you if you don't fart then (uh) something is not right [lah]	[lah]	3030
3030-1	A:	7207.112000	7209.12400	you will know very (uh) anytime soon [lah]	[lah]	3030
3030-1	A:	7220.295000	7221.55800	so maybe still not so bad [lah]	[lah]	3030
3030-1	A:	7246.627000	7249.53900	because durian I think is (uh) far of (uh) fragrance [lah]	[lah]	3030
3030-1	A:	7319.592000	7324.16900	ya [lah] that's why I think they have to be very (uh) cautious [lah]	[lah]	3030
3030-1	A:	7328.629000	7330.79100	(uh) maybe the strong only come from your mouth [lah]	[lah]	3030
3030-1	A:	7338.312000	7339.12500	elsewhere [lah]	[lah]	3030
3030-1	A:	7340.062000	7342.58700	if you say the but durian fart that one is depend you eat too much [lah]	[lah]	3030
3030-1	A:	7348.545000	7351.74500	[ah] depends how you see [lah] because some #Angmoh# they don't like durian [lah]	[lah]	3030
3030-1	A:	7351.745000	7354.63900	but the Asian is a but durian is the Asian favorite [lah]	[lah]	3030
3030-1	A:	7369.815000	7372.11500	then of course of course you eat you take for more [lah]	[lah]	3030
3030-1	A:	7372.115000	7374.67700	is just like eating the the the potato chips like that [lah]	[lah]	3030
3030-1	A:	7374.677000	7377.84300	[ah] sprinkle Pringle so you start start you cannot stop it [lah]	[lah]	3030
3030-1	A:	7387.155000	7388.00800	of course [lah]	[lah]	3030
3030-1	A:	7404.999000	7406.32400	quite bad for you also [lah]	[lah]	3030
3030-1	A:	7440.890000	7443.78800	they got the new #wasabi# flavor all these [lah]	[lah]	3030
3030-1	A:	7479.785000	7481.76000	ya pringle is still still much better [lah]	[lah]	3030
3030-1	A:	7483.835000	7486.95000	ya [lah] I I I think I think that's what I think about it [lah]	[lah]	3030
3030-1	A:	7494.438000	7495.38800	quite bad [lah]	[lah]	3030
3030-1	A:	7535.592000	7536.94200	much on that [lah]	[lah]	3030
3030-1	A:	7546.979000	7550.36600	I I I'd rather eat chocolate than eating all these all these all these food [lah]	[lah]	3030
3030-1	A:	7563.690000	7565.11500	I don't think so [lah]	[lah]	3030
3030-1	A:	7578.815000	7579.97700	depends how you see it [lah]	[lah]	3030
3030-1	A:	7594.490000	7595.55200	like Van-Houten [lah]	[lah]	3030
3030-2	B:	7854.084000	7855.38400	true also [lah]	[lah]	3030
3030-2	B:	7855.384000	7860.00900	but you see some countries like Japan they don't really have air con also [lah]	[lah]	3030
3030-1	A:	7868.103000	7869.55300	good as you think of [lah]	[lah]	3030
3030-1	A:	7875.928000	7877.14000	quite quite bad [lah]	[lah]	3030
3030-1	A:	7909.709000	7911.52700	hard to (ppc) hard to say [lah]	[lah]	3030
3030-1	A:	7945.745000	7947.87100	(um) probably don't on too long [lah]	[lah]	3030
3030-1	A:	7971.704000	7973.41600	it depends on how many people in the room [lah]	[lah]	3030
3030-1	A:	7973.866000	7977.68600	if I got say ten people maybe that one no need to say [lah] they got too much germs [lah]	[lah]	3030
